"Symbol","Company Name","Alternate Names"
"FIQZX","Fidelity Advisor Interm Muni Inc Z","Fidelity Intermediate Municipal Income Z, Fidelity Advisor Muni Income Z"
"FIREX","Fidelity International Real Estate Fund","Fidelity Intl Real Estate Fund, Fidelity Real Estate Intl"
"FIRFX","Fidelity Managed Retirement 2025 Fund","Fidelity Retirement 2025"
"FIRMX","Fidelity Managed Retirement Income Fund","Fidelity Retirement Income"
"FIRNX","Fidelity Simplicity RMD Income Fund","Fidelity RMD Income"
"FIRQX","Fidelity Managed Retirement 2010 Fund","Fidelity Retirement 2010"
"FIRRX","Fidelity Simplicity RMD 2010 Fund","Fidelity RMD 2010"
"FIRSX","Fidelity Managed Retirement 2015 Fund","Fidelity Retirement 2015"
"FIRVX","Fidelity Managed Retirement 2020 Fund","Fidelity Retirement 2020"
"FIS","Fidelity National Information Services, Inc.","Fidelity National Info Services, FIS"
"FISCX","F.I.S.T. Convertible Securities Fund Class A","F.I.S.T. Convertible Fund A"
"FISEX","Franklin Equity Income Fund Class A","Franklin Equity A"
"FISI","Financial Institutions, Inc.","Financial Institutions, FISI Inc."
"FISK","Empire State Realty OP, L.P.","Empire State Realty LP, Empire State Realty OP"
"FISMX","Fidelity International Small Cap Fund","Fidelity Intl Small Cap Fund, Fidelity Small Cap Intl"
"FISPX","Federated Hermes Max-Cap Index Fund Institutional Shares","Federated Hermes Max-Cap Index Fund Institutional, Federated Hermes Max-Cap Index"
"FISR","SPDR SSGA Fixed Income Sector Rotation ETF","SPDR Fixed Income Sector Rotation ETF, SPDR Fixed Income Rotation"
"FISVX","Fidelity Small Cap Value Index Fund","Fidelity Small Cap Value"
"FITB","Fifth Third Bancorp","Fifth Third Bank, Fifth Third Corp"
"FITBI","Fifth Third Bancorp","Fifth Third Preferred I, Fifth Third Bancorp Preferred I"
"FITBO","Fifth Third Bancorp","Fifth Third Preferred O, Fifth Third Bancorp Preferred O"
"FITBP","Fifth Third Bancorp","Fifth Third Preferred P, Fifth Third Bancorp Preferred P"
"FITE","SPDR S&P Kensho Future Security ETF","S&P Kensho Future Security ETF, SPDR Kensho Security ETF"
"FITFX","Fidelity Flex International Index Fund","Fidelity Flex International Index Fund, Fidelity Intl Flex Index"
"FITIX","Fidelity Advisor Mid Cap II Fund Class M","Fidelity Mid Cap II Fund Class M, Fidelity Mid Cap II M"
"FITLX","Fidelity U.S. Sustainability Index Fund","Fidelity U.S. Sustainability Index Fund, Fidelity Sustainability Index"
"FITSX","Federated Hermes Government Income Fund - Service Shares","Federated Hermes Federated Govt Income Service"
"FIUIX","Fidelity Utilities Fund","Fidelity Utils Fund, Fidelity Utility Fund"
"FIVA","Fidelity International Value Factor ETF","Fidelity Intl Value Factor ETF, Fidelity Value Factor Intl"
"FIVE","Five Below, Inc.","Five Below, Five Below Incorporated"
"FIVFX","Fidelity International Capital Appreciation Fund","Fidelity Intl Capital Appreciation Fund, Fidelity Intl Cap App"
"FIVLX","Fidelity International Value Fund","Fidelity Intl Value Fund, Fidelity Value Intl"
"FIVN","Five9, Inc.","Five9, Five9 Incorporated"
"FIW","First Trust Water ETF","First Trust Water Fund"
"FIWGX","Strategic Advisers Fidelity Core Inc","Fidelity Core Inc Fund"
"FIX","Comfort Systems USA, Inc.","Comfort Systems, Comfort Systems USA"
"FIXD","First Trust TCW Opportunistic Fixed Income ETF","First Trust TCW Opp Fixed Income ETF, First Trust Opportunistic Income"
"FIXIX","Fidelity International Small Cap Fund","Fidelity Intl Small Cap Fund, Fidelity Intl Small Cap"
"FIXRX","Fidelity Managed Retirement 2025 Fund","Fidelity Managed Retirement 2025 Fund, Fidelity Retirement 2025"
"FIXT","Procure Disaster Recovery Strategy ETF","Procure Disaster Recovery ETF"
"FIZZ","National Beverage Corp.","National Beverage, Nat Beverage Corp"
"FJAN","FT Cboe Vest U.S. Equity Buffer ETF - January","January Equity Buffer ETF, FT Cboe Vest Jan ETF"
"FJIFX","Fidelity Freedom Index 2005 Fund - Investor Class","Fidelity 2005 Freedom Index"
"FJP","First Trust Japan AlphaDEX Fund","First Trust Japan Fund"
"FJPNX","Fidelity Japan Fund","Fidelity Japan"
"FJRLX","Fidelity Limited Term Bond Fund","Fidelity Limited Term Bond Fund"
"FJSCX","Fidelity Japan Smaller Companies Fund","Fidelity Japan Smaller Companies, Fidelity Japan Small Cap"
"FJTKX","Fidelity Freedom 2045 K6","Fidelity Freedom Fund 2045 K6"
"FJUL","FT Cboe Vest U.S. Equity Buffer ETF - July","FT Cboe July Equity Buffer ETF, FT Cboe Vest Jul ETF"
"FJUN","FT Cboe Vest U.S. Equity Buffer ETF - June","FT Cboe June Equity Buffer ETF, FT Cboe Vest Jun ETF"
"FKASX","Federated Hermes Kaufmann Small Cap A","Federated Hermes Kaufmann Small Cap Fund A, Federated Kaufmann A"
"FKDNX","Franklin DynaTech A","DynaTech Fund A, Franklin DynaTech A"
"FKIFX","Fidelity Freedom Index 2010 Fund - Investor Class","Fidelity Freedom Index 2010 Investor Class, Fidelity 2010 Freedom Index"
"FKINX","Franklin Income Fund Class A1","Franklin Income A1"
"FKKSX","Federated Hermes Kaufmann Small Cap Fund","Federated Hermes Kaufmann Small Cap, Federated Kaufmann Fund"
"FKU","First Trust United Kingdom AlphaDEX Fund","First Trust United Kingdom AlphaDEX, First Trust UK Fund, First Trust UK AlphaDEX Fund"
"FKWL","Franklin Wireless Corp.","Franklin Wireless, Franklin Wireless Corporation"
"FL","Foot Locker, Inc.","Foot Locker, Foot Locker Inc."
"FLAO","AIM ETF Products Trust - AllianzIM U.S. Equity 6 Month Floor5 Apr/Oct ETF","AllianzIM U.S. Equity 6-Month Floor5 ETF, Allianz U.S. Equity Floor5 ETF"
"FLAPX","Fidelity Flex Mid Cap Index Fund","Fidelity Mid Cap Flex Index"
"FLATX","Fidelity Latin America Fund","Fidelity Latin America"
"FLAU","Franklin FTSE Australia ETF","Franklin Australia Fund"
"FLAX","Franklin FTSE Asia ex Japan ETF","Franklin Asia ex Japan Fund"
"FLBDX","Meeder Tactical Income Fund Retail Class","Meeder Tactical Income Fund, Meeder Tactical Income"
"FLBL","Franklin Senior Loan ETF","Franklin Senior Loan Fund"
"FLBR","Franklin FTSE Brazil ETF","Franklin FTSE Brazil Fund, Franklin Brazil Fund"
"FLC","Flaherty & Crumrine Total Return Fund Inc.","Flaherty & Crumrine Total Return"
"FLCA","Franklin FTSE Canada ETF","Franklin FTSE Canada Fund"
"FLCB","Franklin U.S. Core Bond ETF","Franklin Core Bond Fund"
"FLCC","Federated Hermes MDT Large Cap Core ETF","Federated Hermes MDT Large Cap Core Fund, Federated Hermes Large Cap Core"
"FLCCX","Fidelity Advisor Large Cap Fund Class C","Fidelity Large Cap Fund Class C, Fidelity Large Cap C"
"FLCEX","Fidelity Large Cap Core Enhanced Index Fund","Fidelity Large Cap Enhanced Fund"
"FLCG","Federated Hermes MDT Large Cap Growth ETF","Federated Hermes Large Cap Growth Fund"
"FLCGX","Meeder Quantex Fund Retail Class","Meeder Quantex Fund"
"FLCH","Franklin FTSE China ETF","Franklin FTSE China Fund"
"FLCO","Franklin Investment Grade Corporate ETF","Franklin Investment Corporate Fund"
"FLCOX","Fidelity Large Cap Value Index Fund","Fidelity Large Cap Value"
"FLCSX","Fidelity Large Cap Stock Fund","Fidelity Large Cap Stock"
"FLCV","Federated Hermes MDT Large Cap Value ETF","Federated Hermes Large Cap Value"
"FLDB","Fidelity Low Duration Bond ETF","Fidelity Low Duration Bond Fund"
"FLDFX","Meeder Balanced Fund - Retail Class","Meeder Balanced Fund, Meeder Balanced Fund Retail Class"
"FLDGX","Meeder Dynamic Allocation Fund - Retail Class","Meeder Dynamic Allocation"
"FLDR","Fidelity Low Duration Bond Factor ETF","Fidelity Low Duration Bond Factor Fund"
"FLDZ","RiverNorth Patriot ETF","RiverNorth Patriot Fund, RiverNorth Patriot"
"FLEE","Franklin FTSE Europe ETF","Frankling FTSE Europe Fund, Franklin Europe ETF"
"FLEU","Barclays ETN+ FI Enhanced Europe 50 ETN Series B","Barclays Enhanced Europe 50 ETN, Barclays Europe 50 ETN"
"FLEX","Flex Ltd.","Flex, Flex Limited"
"FLFGX","Meeder Global Allocation Fund - Retail Class","Meeder Global Allocation Fund"
"FLFVR","Feutune Light Acquisition Corporation","Feutune Light Acquisition, Feutune Light Corp"
"FLG","Flagstar Financial, Inc.","Flagstar Financial, Flagstar Financial Inc."
"FLGB","Franklin FTSE United Kingdom ETF","Franklin FTSE UK Fund"
"FLGC","Flora Growth Corp.","Flora Growth, Flora Growth Corporation"
"FLGEX","Fidelity Large Cap Growth Enhanced Index Fund","Fidelity Growth Enhanced Fund"
"FLGR","Franklin FTSE Germany ETF","Franklin FTSE Germany Fund"
"FLGT","Fulgent Genetics, Inc.","Fulgent Genetics, Fulgent Genetics Inc."
"FLGV","Franklin U.S. Treasury Bond ETF","Franklin Treasury Bond Fund"
"FLGXX","Fidelity Hereford Street Trust-Flexible Government Money Market Fund","Fidelity Flexible Government Money Market Fund, Fidelity Flexible Gov MM Fund, Fidelity Hereford Street Government Money Market Fund"
"FLHK","Franklin FTSE Hong Kong ETF","Franklin FTSE Hong Kong Fund, Franklin Hong Kong ETF"
"FLHY","Franklin High Yield Corporate ETF","Franklin igh Yield Corporate Fund, Franklin High Yield Corp. ETF"
"FLIA","Franklin International Aggregate Bond ETF","Franklin Intl Aggregate Bond Fund, Franklin Intl Bond ETF"
"FLIC","The First of Long Island Corporation","First of Long Island Corp., First Long Island Corporation"
"FLIFX","Fidelity Freedom Index 2015 Fund - Investor Class","Fidelity Freedom Index 2015 Fund, Fidelity 2015 Freedom Index"
"FLIN","Franklin FTSE India ETF","FTSE India ETF, Franklin India ETF"
"FLJH","Franklin FTSE Japan Hedged ETF","Franklin FTSE Japan Hedged ETF, Franklin Japan Hedged ETF"
"FLJJ","Allianzim U.S. Large Cap 6 Month Floor5 Jan/Jul ETF","Allianzim U.S. Large Cap 6 Month Floor5 ETF, Allianzim Jan/Jul Floor5 ETF"
"FLJP","Franklin FTSE Japan ETF","Franklin FTSE Japan ETF, Franklin Japan ETF"
"FLKR","Franklin FTSE South Korea ETF","Franklin FTSE South Korea Fund"
"FLL","Full House Resorts, Inc.","Full House Resorts, Full House Resorts Inc."
"FLLA","Franklin FTSE Latin America ETF","Franklin FTSE Latin America Fund, Franklin Latin America ETF"
"FLMB","Franklin Municipal Green Bond ETF","Franklin Municipal Green Bond Fund, Franklin Green Bond ETF"
"FLMFX","Meeder Muirfield Fund - Retail Class","Meeder Muirfield Fund Retail Fund, Meeder Muirfield Fund"
"FLMI","Franklin Dynamic Municipal Bond ETF","Franklin Dynamic Municipal Bond Fund, Franklin Municipal Bond ETF"
"FLMX","Franklin FTSE Mexico ETF","Franklin FTSE Mexico Fund, Franklin Mexico ETF"
"FLN","First Trust Latin America AlphaDEX Fund","First Trust Latin AM AlphaDEX Fund, First Trust Latin America Fund"
"FLNC","Fluence Energy, Inc.","Fluence Energy, Fluence Energy Inc."
"FLNG","FLEX LNG Ltd.","FLEX LNG, FLEX LNG Limited"
"FLNT","Fluent, Inc.","Fluent, Fluent Incorporated"
"FLO","Flowers Foods, Inc.","Flowers Foods, Flowers Foods Inc."
"FLOT","iShares Floating Rate Bond ETF","iShares Floating Rate Bond Fund, iShares Floating Bond ETF"
"FLOW","Global X U.S. Cash Flow Kings 100 ETF","Global X U.S. Cash Flow Kings 100 Fund, Global X Cash Flow ETF"
"FLOWX","Fidelity Water Sustainability Fund","Fidelity Water Fund"
"FLPSX","Fidelity Low-Priced Stock Fund","Low-Priced Stock Fund, Fidelity Low-Priced Fund"
"FLQL","Franklin U.S. Large Cap Multifactor Index ETF","Franklin Large Cap Multifactor Index ETF, Franklin U.S. Large Cap ETF"
"FLQM","Franklin U.S. Mid Cap Multifactor Index ETF","Franklin Mid Cap Multifactor Index ETF, Franklin U.S. Mid Cap ETF"
"FLQS","Franklin U.S. Small Cap Multifactor Index ETF","Franklin Small Cap Multifactor Index ETF, Franklin U.S. Small Cap ETF"
"FLR","Fluor Corporation","Fluor, Fluor Corp."
"FLRAX","Nuveen Large Cap Select Fund Class A","Nuveen Large Cap Select Fund, Nuveen Large Cap Select A"
"FLRG","Fidelity U.S. Multifactor ETF","Fidelity U.S. Multifactor Fund, Fidelity Multifactor ETF"
"FLRN","SPDR Bloomberg Investment Grade Floating Rate ETF","SPDR Investment Grade Floating Rate ETF, SPDR Bloomberg Floating Rate ETF"
"FLRT","Pacer Pacific Asset Floating Rate High Income ETF","Pacer Pacific Floating Rate High Income Fund, Pacer Pacific Floating Rate ETF"
"FLRYX","Nuveen Large Cap Select Fund","Nuveen Large Cap Select"
"FLS","Flowserve Corporation","Flowserve, Flowserve Corp."
"FLSA","Franklin FTSE Saudi Arabia ETF","Franklin Saudi Arabia Fund, Franklin FTSE Saudi Arabia Fund"
"FLSP","Franklin Systematic Style Premia ETF","Franklin Systematic Style ETF, Franklin Style Premia ETF"
"FLSPX","Meeder Spectrum Fund - Retail Class","Meeder Spectrum Fund"
"FLSW","Franklin FTSE Switzerland ETF","Franklin Switzerland ETF"
"FLTB","Fidelity Limited Term Bond ETF","Franklin Limited Term Bond Fund"
"FLTMX","Fidelity Intermediate Municipal Income Fund","Fidelity Intermediate Muni Fund"
"FLTR","VanEck Investment Grade Floating Rate ETF","VanEck Floating Rate ETF"
"FLTW","Franklin FTSE Taiwan ETF","Franklin Taiwan Fund"
"FLUD","Franklin Ultra Short Bond ETF","Franklin Ultra Short Bond, Franklin Ultra Short Fund"
"FLUT","Flutter Entertainment plc","Flutter Entertainment, Flutter Entertainment PLC"
"FLUX","Flux Power Holdings, Inc.","Flux Power, Flux Power Holdings"
"FLV","American Century Focused Large Cap Value ETF","American Century Large Cap Value Fund"
"FLVCX","Fidelity Leveraged Company Stock Fund","Fidelity Leveraged Stock Fund"
"FLVEX","Fidelity Large Cap Value Enhanced Index Fund","Fidelity Large Cap Enhanced Value Fund"
"FLWS","1-800-FLOWERS.COM, Inc.","1-800-Flowers, Flowers.com"
"FLX","BingEx Limited","BingEx, BingEx Ltd."
"FLXR","TCW ETF Trust","TCW ETF, TCW Trust ETF"
"FLXS","Flexsteel Industries, Inc.","Flexsteel Industries, Flexsteel"
"FLXSX","Fidelity Flex Small Cap Index Fund","Fidelity Small Cap Flex Index"
"FLYCX","Nuveen Large Cap Select Fund Class C","Nuveen Large Cap C"
"FLYD","MicroSectors Travel -3X Inverse Leveraged ETNs","MicroSectors Travel Bear ETN"
"FLYE","Fly-E Group, Inc. Common Stock","Fly-E Group, Fly-E Inc."
"FLYU","MicroSectors Travel 3X Leveraged ETNs","MicroSectors Travel Bull ETN"
"FLYW","Flywire Corporation","Flywire, Flywire Corp."
"FLYX","flyExclusive, Inc.","flyExclusive, flyExclusive Inc."
"FLYX-WT","flyExclusive, Inc. WT","flyExclusive Warrant, flyExclusive WT"
"FM","iShares MSCI Frontier and Select EM ETF","iShares Frontier & Emerging Markets Fund"
"FMAG","Fidelity Magellan ETF","Magellan ETF, Fidelity ETF Magellan"
"FMAGX","Fidelity Magellan","Magellan Fund, Fidelity Magellan Fund"
"FMAO","Farmers & Merchants Bancorp, Inc.","Farmers & Merchants Bancorp, F&M Bancorp"
"FMAR","FT Cboe Vest U.S. Equity Buffer ETF - March","FT Cboe Vest March ETF"
"FMAT","Fidelity MSCI Materials Index ETF","Fidelity Materials ETF"
"FMAY","FT Cboe Vest U.S. Equity Buffer ETF - May","FT Cboe Vest May ETF"
"FMB","First Trust Managed Municipal ETF","First Trust Managed Muni Fund"
"FMBH","First Mid Bancshares, Inc.","First Mid Bancshares, First Mid Bank"
"FMBIX","Fidelity Municipal Bond Index Fund","Fidelity Muni Bond Index"
"FMC","FMC Corporation","FMC, FMC Corp."
"FMCE","Northern Lights Fund Trust IV","Northern Lights Fund Trust"
"FMCKX","Fidelity Advisor Focused Emerging Markets Fund","Fidelity Focused Emerging Markets Fund, Fidelity EM Focused Fund"
"FMCLX","Federated Hermes Mid Cap Index Fund","Federated Hermes Mid Cap Index Fund, Federated Hermes Mid Cap Index"
"FMCRX","Federated Hermes Mid-Cap Index Fund Institutional Shares","Federated Hermes Mid Cap Index Fund Institutional, Federated Hermes Mid-Cap Index Institutional"
"FMCSX","Fidelity Mid-Cap Stock Fund","Fidelity Mid-Cap Stock Fund, Fidelity Mid-Cap Stock"
"FMCX","FMC Excelsior Focus Equity ETF","FMC Excelsior Focus Equity ETF, FMC Equity ETF"
"FMDCX","Federated Hermes Mid Cap Index Fund","Federated Hermes Mid-Cap Fund"
"FMDE","Fidelity Covington Trust - Enhanced Mid Cap ETF","Fidelity Covington Enhanced Mid Cap Fund"
"FMDGX","Fidelity Mid Cap Growth Index Fund","Fidelity Mid Cap Growth"
"FMED","Fidelity Covington Trust - Disruptive Medicine ETF","Fidelity Covington  Disruptive Medicine ETF, Fidelity Medicine ETF"
"FMEIX","Fidelity Mid Cap Enhanced Index Fund","Fidelity Mid Cap Enhanced Index Fund, Fidelity Enhanced Mid Cap"
"FMET","Fidelity Metaverse ETF","Fidelity Metaverse, Fidelity Metaverse Fund"
"FMF","First Trust Managed Futures Strategy Fund","First Trust  Managed Futures Strategy Fund"
"FMFAX","Fidelity Advisor Materials Fund Class A","Fidelity Advisor Materials Class A"
"FMFCX","Fidelity Advisor Materials Fund Class C","Fidelity Advisor Materials Class C"
"FMFEX","Fidelity Select Materials Portfolio","Fidelity Materials Portfolio"
"FMFTX","Fidelity Select Materials Portfolio","Fidelity Materials Portfolio"
"FMGIX","Frontier MFG Core Infrastructure Fund Institutional Class","Frontier MFG Core Infra Fund"
"FMHI","First Trust Municipal High Income ETF","First Trust Municipal High Income Fund, First Trust Muni High Income"
"FMHTX","Fidelity Michigan Municipal Income Fund","Fidelity Michigan Muni Income"
"FMIEX","Wasatch - 1st Source  Income Equity Fund","Wasatch Income Equity Fund"
"FMIHX","FMI Large Cap Fund Investor Class","FMI Large Cap Investor"
"FMIJX","FMI International Fund","FMI Intl Fund"
"FMILX","Fidelity New Millennium Fund","Fidelity Millennium Fund"
"FMIMX","FMI Common Stock Fund Investor Class","FMI Common Stock Investor"
"FMIYX","FMI International Fund Institutional Class","FMI Intl Institutional"
"FMN","Federated Hermes Premier Municipal Income Fund","Federated Hermes Muni Income Fund"
"FMNB","Farmers National Banc Corp.","Farmers National Banc, Farmers National Bank Corporation"
"FMNY","First Trust New York High Income Municipal ETF","First Trust NY Muni Income Fund"
"FMOXX","Fidelity Tax-Exempt Money Market Fund","Fidelity Tax-Free Money Market"
"FMPFX","Nuveen Small Cap Growth Opportunities Fund","Nuveen Small Cap Growth Opp Fund, Nuveen Small Cap Growth"
"FMPOX","Fidelity Mid Cap Value Fund","Fidelity Mid Cap Value"
"FMQQ","FMQQ The Next Frontier Internet & Ecommerce ETF","FMQQ Internet ETF, FMQQ Ecommerce Fund"
"FMRAX","Fidelity Managed Retirement 2030 Fund","Fidelity Retirement 2030"
"FMRHX","Fidelity Simplicity Rmd 2025 Fund","Fidelity Simplicity RMD 2025"
"FMS","Fresenius Medical Care AG & Co. KGaA","Fresenius Medical Care, Fresenius Medical"
"FMSDX","Fidelity Advisor Multi-Asset Income Fund - Fidelity Multi-Asset Income Fund","Fidelity Multi-Asset Income"
"FMSFX","Fidelity Mortgage Securities Fund","Fidelity Mortgage Securities"
